Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
573,Tua,1,Scarf,Accessories,High,South Carolina,XL,Cyan,Summer,Excellent,Yes,Next Day Air,Yes,Yes,Loyal Customer,Bank Transfer,Annually
574,Tua,1,Pants,Clothing,Medium,California,M,Charcoal,Summer,Fair,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Credit Card,Bi-Weekly
575,Tua,1,Sneakers,Footwear,High,Maine,L,Red,Fall,Excellent,Yes,Free Shipping,Yes,Yes,Regular Customer,Bank Transfer,Bi-Weekly
576,Tua,1,Jeans,Clothing,High,Nebraska,M,Peach,Fall,Excellent,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Monthly
577,Dewasa,1,Hat,Accessories,Medium,Washington,M,Black,Winter,Excellent,Yes,2-Day Shipping,Yes,Yes,New Customer,Credit Card,Every 3 Months
578,Muda,1,Skirt,Clothing,Medium,Alabama,M,Black,Fall,Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Venmo,Annually
579,Tua,1,Sandals,Footwear,High,Maine,M,Purple,Fall,Excellent,Yes,Next Day Air,Yes,Yes,Regular Customer,Credit Card,Fortnightly
580,Tua,1,Sandals,Footwear,Medium,California,M,Violet,Winter,Good,Yes,Free Shipping,Yes,Yes,Loyal Customer,Credit Card,Annually
581,Dewasa,1,Sweater,Clothing,High,Iowa,M,Orange,Spring,Very Good,Yes,Free Shipping,Yes,Yes,New Customer,PayPal,Weekly
582,Dewasa,1,Sweater,Clothing,High,Iowa,XL,Charcoal,Winter,Poor,Yes,Store Pickup,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
583,Dewasa,1,Jacket,Outerwear,High,Colorado,L,Turquoise,Spring,Excellent,Yes,Store Pickup,Yes,Yes,New Customer,Bank Transfer,Quarterly
584,Muda,1,Shorts,Clothing,High,California,L,Yellow,Spring,Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,PayPal,Monthly
585,Tua,1,Socks,Clothing,High,Indiana,M,White,Spring,Excellent,Yes,Free Shipping,Yes,Yes,Regular Customer,Debit Card,Monthly
586,Tua,1,Socks,Clothing,Low,South Carolina,M,Gray,Fall,Poor,Yes,Next Day Air,Yes,Yes,New Customer,Cash,Every 3 Months
587,Dewasa,1,Hoodie,Clothing,Low,Wisconsin,S,Blue,Winter,Excellent,Yes,2-Day Shipping,Yes,Yes,New Customer,Venmo,Annually
588,Muda,1,Socks,Clothing,High,Washington,S,Maroon,Fall,Very Good,Yes,Express,Yes,Yes,Loyal Customer,Debit Card,Every 3 Months
589,Dewasa,1,Boots,Footwear,Medium,South Dakota,M,Violet,Fall,Poor,Yes,Standard,Yes,Yes,New Customer,Debit Card,Quarterly
590,Muda,1,Shirt,Clothing,Medium,Minnesota,M,Orange,Fall,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,PayPal,Annually
591,Tua,1,Belt,Accessories,Low,Alaska,S,Turquoise,Fall,Excellent,Yes,Standard,Yes,Yes,Loyal Customer,Venmo,Fortnightly
592,Dewasa,1,Backpack,Accessories,Low,Kentucky,L,Olive,Fall,Very Good,Yes,Store Pickup,Yes,Yes,New Customer,Debit Card,Bi-Weekly
593,Tua,1,Boots,Footwear,Low,North Dakota,M,Brown,Fall,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
594,Tua,1,Coat,Outerwear,Low,Alaska,S,Green,Winter,Very Good,Yes,Store Pickup,Yes,Yes,New Customer,PayPal,Every 3 Months
595,Dewasa,1,Hoodie,Clothing,High,Oklahoma,S,Brown,Winter,Poor,Yes,Next Day Air,Yes,Yes,New Customer,Debit Card,Monthly
596,Muda,1,Shoes,Footwear,High,Delaware,M,Silver,Summer,Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,PayPal,Quarterly
597,Muda,1,Shoes,Footwear,Low,Montana,XL,White,Summer,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Venmo,Annually
598,Tua,1,Jewelry,Accessories,Medium,Alaska,L,Gold,Summer,Fair,Yes,Standard,Yes,Yes,Regular Customer,Bank Transfer,Fortnightly
599,Muda,1,Dress,Clothing,Medium,California,L,Green,Winter,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Every 3 Months
600,Tua,1,Boots,Footwear,Low,Massachusetts,L,Teal,Spring,Very Good,Yes,Standard,Yes,Yes,Loyal Customer,Debit Card,Every 3 Months
601,Muda,1,Hat,Accessories,Medium,South Carolina,M,Charcoal,Spring,Excellent,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Venmo,Monthly
602,Dewasa,1,Backpack,Accessories,Low,West Virginia,M,Maroon,Summer,Excellent,Yes,Store Pickup,Yes,Yes,New Customer,Cash,Fortnightly
603,Dewasa,1,Shoes,Footwear,Medium,Oregon,L,Lavender,Summer,Very Good,Yes,Next Day Air,Yes,Yes,New Customer,Cash,Every 3 Months
604,Dewasa,1,Handbag,Accessories,Medium,Massachusetts,L,Green,Winter,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,PayPal,Every 3 Months
605,Dewasa,1,Sunglasses,Accessories,High,West Virginia,S,Pink,Fall,Very Good,Yes,Store Pickup,Yes,Yes,Regular Customer,Credit Card,Every 3 Months
606,Dewasa,1,Hat,Accessories,Low,California,XL,Charcoal,Winter,Very Good,Yes,Standard,Yes,Yes,Regular Customer,Bank Transfer,Weekly
607,Muda,1,Scarf,Accessories,High,Colorado,M,Blue,Spring,Very Good,Yes,Standard,Yes,Yes,Loyal Customer,PayPal,Monthly
608,Dewasa,1,Hoodie,Clothing,Low,Indiana,L,Purple,Fall,Poor,Yes,Next Day Air,Yes,Yes,Loyal Customer,Cash,Monthly
609,Dewasa,1,Backpack,Accessories,Low,Delaware,S,Gold,Fall,Fair,Yes,Next Day Air,Yes,Yes,Regular Customer,Venmo,Every 3 Months
610,Tua,1,Sweater,Clothing,Medium,Ohio,L,Purple,Fall,Excellent,Yes,Next Day Air,Yes,Yes,Loyal Customer,Credit Card,Fortnightly
611,Tua,1,Shorts,Clothing,High,Oklahoma,M,Charcoal,Summer,Poor,Yes,Free Shipping,Yes,Yes,Loyal Customer,Bank Transfer,Every 3 Months
612,Dewasa,1,Scarf,Accessories,Low,California,M,Black,Winter,Excellent,Yes,Store Pickup,Yes,Yes,Regular Customer,Cash,Monthly
613,Tua,1,Hat,Accessories,Medium,New Hampshire,L,Lavender,Fall,Excellent,Yes,Express,Yes,Yes,Loyal Customer,Credit Card,Quarterly
614,Tua,1,Coat,Outerwear,Medium,Pennsylvania,L,Lavender,Fall,Poor,Yes,Standard,Yes,Yes,Loyal Customer,Cash,Bi-Weekly
615,Tua,1,Jewelry,Accessories,High,Idaho,M,Lavender,Winter,Good,Yes,Standard,Yes,Yes,Regular Customer,Credit Card,Bi-Weekly
616,Tua,1,Sandals,Footwear,High,Maryland,L,Olive,Summer,Poor,Yes,Next Day Air,Yes,Yes,Regular Customer,Venmo,Annually
617,Muda,1,Gloves,Accessories,High,Pennsylvania,L,Teal,Spring,Excellent,Yes,Free Shipping,Yes,Yes,Loyal Customer,Credit Card,Every 3 Months
618,Dewasa,1,Backpack,Accessories,Medium,Colorado,M,Maroon,Fall,Poor,Yes,Standard,Yes,Yes,New Customer,Bank Transfer,Quarterly
619,Tua,1,Jacket,Outerwear,High,Indiana,L,Cyan,Spring,Good,Yes,Express,Yes,Yes,Regular Customer,Debit Card,Bi-Weekly
620,Muda,1,Backpack,Accessories,Low,Nebraska,M,Charcoal,Summer,Excellent,Yes,Store Pickup,Yes,Yes,New Customer,Debit Card,Every 3 Months
621,Dewasa,1,Backpack,Accessories,High,Rhode Island,M,Black,Fall,Good,Yes,2-Day Shipping,Yes,Yes,New Customer,Venmo,Every 3 Months
622,Tua,1,Sunglasses,Accessories,Low,Kansas,S,Red,Fall,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Credit Card,Weekly
623,Tua,1,Socks,Clothing,Medium,Georgia,S,Peach,Spring,Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,Bank Transfer,Fortnightly
624,Muda,1,Shoes,Footwear,Medium,Nevada,M,White,Fall,Excellent,Yes,Standard,Yes,Yes,Loyal Customer,PayPal,Bi-Weekly
625,Tua,1,Pants,Clothing,High,South Carolina,XL,Pink,Fall,Fair,Yes,Express,Yes,Yes,Regular Customer,PayPal,Annually
626,Dewasa,1,Jewelry,Accessories,High,Delaware,M,Red,Fall,Good,Yes,Next Day Air,Yes,Yes,New Customer,Venmo,Weekly
627,Dewasa,1,Sunglasses,Accessories,High,New Hampshire,M,Indigo,Spring,Good,Yes,Standard,Yes,Yes,New Customer,Venmo,Annually
628,Dewasa,1,Sandals,Footwear,Medium,Oregon,L,Black,Winter,Very Good,Yes,Express,Yes,Yes,Regular Customer,PayPal,Monthly
629,Tua,1,Sweater,Clothing,High,Massachusetts,M,White,Fall,Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Credit Card,Monthly
630,Muda,1,Shoes,Footwear,High,Vermont,L,Beige,Spring,Excellent,Yes,Standard,Yes,Yes,Regular Customer,Debit Card,Annually
631,Dewasa,1,Jewelry,Accessories,High,Mississippi,S,Silver,Fall,Very Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Debit Card,Annually
632,Tua,1,Boots,Footwear,Medium,Washington,S,Violet,Summer,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Cash,Fortnightly
633,Dewasa,1,Backpack,Accessories,Medium,Wyoming,M,Red,Winter,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,Venmo,Fortnightly
634,Tua,1,Sandals,Footwear,Low,Minnesota,M,Orange,Spring,Poor,Yes,Express,Yes,Yes,Loyal Customer,Debit Card,Quarterly
635,Dewasa,1,Sneakers,Footwear,Medium,Ohio,M,Teal,Summer,Good,Yes,Standard,Yes,Yes,Loyal Customer,PayPal,Weekly
636,Muda,1,Hoodie,Clothing,Medium,South Carolina,M,Brown,Fall,Very Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Quarterly
637,Dewasa,1,Handbag,Accessories,Low,Wisconsin,M,Indigo,Summer,Poor,Yes,Store Pickup,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
638,Muda,1,Sweater,Clothing,Low,Tennessee,M,Cyan,Winter,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Fortnightly
639,Tua,1,Sandals,Footwear,Low,Maryland,S,Blue,Summer,Poor,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Monthly
640,Tua,1,Dress,Clothing,Low,Mississippi,L,Olive,Spring,Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Credit Card,Annually
641,Tua,1,Skirt,Clothing,High,Minnesota,M,Gray,Summer,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Debit Card,Fortnightly
642,Dewasa,1,Blouse,Clothing,High,Alaska,M,Red,Winter,Good,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Credit Card,Every 3 Months
643,Tua,1,Skirt,Clothing,Low,Arkansas,L,Red,Spring,Poor,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Debit Card,Bi-Weekly
644,Muda,1,Sweater,Clothing,Medium,Oregon,XL,Green,Winter,Fair,Yes,Next Day Air,Yes,Yes,New Customer,Bank Transfer,Every 3 Months
645,Tua,1,Backpack,Accessories,High,Louisiana,S,Blue,Summer,Very Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,Cash,Weekly
646,Tua,1,Hoodie,Clothing,Medium,Oklahoma,S,Purple,Summer,Very Good,Yes,Express,Yes,Yes,Regular Customer,Venmo,Bi-Weekly
647,Tua,1,Boots,Footwear,Medium,Indiana,XL,Pink,Spring,Excellent,Yes,Standard,Yes,Yes,Regular Customer,Venmo,Bi-Weekly
648,Tua,1,Blouse,Clothing,Medium,Mississippi,XL,Charcoal,Summer,Good,Yes,Express,Yes,Yes,Regular Customer,Credit Card,Fortnightly
649,Muda,1,Hoodie,Clothing,Low,Michigan,M,Brown,Winter,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Credit Card,Weekly
650,Tua,1,Pants,Clothing,High,Delaware,L,Orange,Spring,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,PayPal,Every 3 Months
651,Dewasa,1,Gloves,Accessories,Low,Florida,M,Magenta,Spring,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,Bank Transfer,Annually
652,Dewasa,1,Hat,Accessories,Low,Arkansas,L,Yellow,Summer,Poor,Yes,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Fortnightly
653,Tua,1,Sunglasses,Accessories,Low,Minnesota,M,Beige,Winter,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Venmo,Weekly
654,Muda,1,Scarf,Accessories,Medium,North Dakota,M,Olive,Winter,Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Fortnightly
655,Muda,1,Handbag,Accessories,Medium,California,L,Gray,Summer,Very Good,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Venmo,Annually
656,Muda,1,Handbag,Accessories,Low,Mississippi,S,Purple,Fall,Fair,Yes,Free Shipping,Yes,Yes,Regular Customer,Venmo,Monthly
657,Dewasa,1,Jeans,Clothing,Low,Pennsylvania,M,Beige,Summer,Good,Yes,Standard,Yes,Yes,New Customer,PayPal,Quarterly
658,Dewasa,1,Jacket,Outerwear,High,Arizona,M,White,Winter,Very Good,Yes,Free Shipping,Yes,Yes,New Customer,PayPal,Quarterly
659,Tua,1,Backpack,Accessories,Low,Louisiana,S,White,Fall,Excellent,Yes,Store Pickup,Yes,Yes,Regular Customer,Venmo,Weekly
660,Tua,1,Shorts,Clothing,Medium,Virginia,S,Gold,Spring,Good,Yes,2-Day Shipping,Yes,Yes,New Customer,Cash,Weekly
661,Dewasa,1,Coat,Outerwear,High,Montana,M,Olive,Fall,Excellent,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Credit Card,Quarterly
662,Tua,1,Shirt,Clothing,Medium,Iowa,XL,Green,Fall,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Credit Card,Quarterly
663,Muda,1,Gloves,Accessories,High,Illinois,L,Magenta,Fall,Poor,Yes,Express,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
664,Tua,1,Dress,Clothing,High,Alaska,M,Charcoal,Fall,Excellent,Yes,Express,Yes,Yes,Regular Customer,Credit Card,Monthly
665,Tua,1,Pants,Clothing,High,Colorado,M,Indigo,Winter,Very Good,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Bi-Weekly
666,Dewasa,1,Pants,Clothing,Medium,New Mexico,M,Peach,Spring,Excellent,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Credit Card,Annually
667,Dewasa,1,Hoodie,Clothing,Low,Colorado,L,Turquoise,Winter,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Debit Card,Quarterly
668,Dewasa,1,Sunglasses,Accessories,High,Arizona,S,Blue,Winter,Poor,Yes,Standard,Yes,Yes,Loyal Customer,Bank Transfer,Quarterly
669,Dewasa,1,T-shirt,Clothing,High,Hawaii,S,Turquoise,Fall,Poor,Yes,Express,Yes,Yes,Loyal Customer,Bank Transfer,Monthly
670,Dewasa,1,Jacket,Outerwear,High,Illinois,M,Gray,Spring,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
671,Tua,1,Sweater,Clothing,Medium,Louisiana,XL,Purple,Spring,Excellent,Yes,Next Day Air,Yes,Yes,Loyal Customer,Cash,Bi-Weekly
672,Dewasa,1,Jacket,Outerwear,Low,Iowa,L,Black,Winter,Excellent,Yes,Express,Yes,Yes,Loyal Customer,Cash,Weekly
673,Tua,1,Socks,Clothing,Medium,Washington,M,Peach,Winter,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Quarterly
674,Dewasa,1,Shirt,Clothing,Medium,Oklahoma,M,Indigo,Spring,Very Good,Yes,Free Shipping,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
675,Dewasa,1,Jewelry,Accessories,Low,Washington,XL,Beige,Winter,Excellent,Yes,Store Pickup,Yes,Yes,Loyal Customer,Bank Transfer,Annually
676,Tua,1,Sunglasses,Accessories,High,Arkansas,M,Yellow,Spring,Poor,Yes,2-Day Shipping,Yes,Yes,New Customer,Cash,Annually
677,Muda,1,Pants,Clothing,Medium,Connecticut,M,Peach,Winter,Poor,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
678,Tua,1,Socks,Clothing,Medium,Washington,S,Turquoise,Summer,Poor,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Annually
679,Muda,1,Blouse,Clothing,High,Maine,M,Teal,Fall,Fair,Yes,Store Pickup,Yes,Yes,Regular Customer,Debit Card,Every 3 Months
680,Tua,1,Sandals,Footwear,High,Michigan,M,Turquoise,Fall,Fair,Yes,Express,Yes,Yes,Loyal Customer,Venmo,Fortnightly
681,Tua,1,Sneakers,Footwear,Low,Tennessee,M,Magenta,Spring,Very Good,Yes,Express,Yes,Yes,New Customer,PayPal,Annually
682,Muda,1,Shirt,Clothing,Medium,Louisiana,XL,Purple,Winter,Good,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Credit Card,Every 3 Months
683,Muda,1,Jacket,Outerwear,Low,Missouri,M,Brown,Summer,Good,Yes,Standard,Yes,Yes,Loyal Customer,Credit Card,Bi-Weekly
684,Dewasa,1,Sandals,Footwear,Low,Michigan,S,Violet,Winter,Poor,Yes,Free Shipping,Yes,Yes,New Customer,Bank Transfer,Monthly
685,Tua,1,Hat,Accessories,High,Alabama,M,Yellow,Summer,Excellent,Yes,Express,Yes,Yes,Loyal Customer,Debit Card,Monthly
686,Tua,1,Blouse,Clothing,High,Massachusetts,XL,Magenta,Winter,Fair,Yes,Standard,Yes,Yes,Loyal Customer,Cash,Fortnightly
687,Tua,1,Sweater,Clothing,Low,Indiana,L,Beige,Fall,Poor,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Venmo,Fortnightly
688,Muda,1,Gloves,Accessories,Low,West Virginia,XL,Turquoise,Winter,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Bank Transfer,Quarterly
689,Muda,1,Scarf,Accessories,Medium,Michigan,S,Peach,Summer,Excellent,Yes,Store Pickup,Yes,Yes,Loyal Customer,Venmo,Monthly
690,Muda,1,Hoodie,Clothing,High,Pennsylvania,M,Orange,Summer,Excellent,Yes,Express,Yes,Yes,Loyal Customer,Credit Card,Every 3 Months
691,Muda,1,Shorts,Clothing,Medium,Alaska,XL,Red,Spring,Excellent,Yes,Standard,Yes,Yes,Loyal Customer,Bank Transfer,Weekly
692,Tua,1,Backpack,Accessories,Low,Massachusetts,L,Silver,Summer,Poor,Yes,Standard,Yes,Yes,Loyal Customer,PayPal,Bi-Weekly
693,Dewasa,1,Sunglasses,Accessories,High,North Dakota,M,Cyan,Spring,Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Debit Card,Every 3 Months
694,Dewasa,1,Shorts,Clothing,Medium,Vermont,L,Turquoise,Spring,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Cash,Every 3 Months
695,Dewasa,1,Dress,Clothing,Low,Kentucky,S,Charcoal,Fall,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
696,Muda,1,Shorts,Clothing,Medium,Nevada,XL,Peach,Summer,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,Debit Card,Every 3 Months
697,Dewasa,1,Belt,Accessories,Medium,Utah,L,Green,Fall,Poor,Yes,Standard,Yes,Yes,Loyal Customer,Cash,Monthly
698,Tua,1,Scarf,Accessories,Medium,North Dakota,XL,Brown,Summer,Excellent,Yes,Free Shipping,Yes,Yes,Loyal Customer,Debit Card,Quarterly
699,Tua,1,Boots,Footwear,Medium,Iowa,M,Yellow,Winter,Good,Yes,Standard,Yes,Yes,Loyal Customer,Debit Card,Weekly
700,Dewasa,1,Handbag,Accessories,Medium,Connecticut,M,Charcoal,Fall,Poor,Yes,2-Day Shipping,Yes,Yes,New Customer,PayPal,Weekly
701,Tua,1,Pants,Clothing,High,Wisconsin,L,Olive,Winter,Very Good,Yes,Standard,Yes,Yes,New Customer,PayPal,Monthly
702,Tua,1,Boots,Footwear,High,Idaho,L,Red,Fall,Fair,Yes,Next Day Air,Yes,Yes,New Customer,Debit Card,Every 3 Months
703,Muda,1,Shirt,Clothing,High,Montana,M,White,Winter,Fair,Yes,Store Pickup,Yes,Yes,New Customer,Cash,Weekly
704,Tua,1,Dress,Clothing,High,Connecticut,L,Pink,Summer,Poor,Yes,Standard,Yes,Yes,Regular Customer,Venmo,Weekly
705,Dewasa,1,Hoodie,Clothing,Medium,Idaho,S,Black,Spring,Fair,Yes,Express,Yes,Yes,Regular Customer,PayPal,Annually
706,Muda,1,Pants,Clothing,High,Arkansas,XL,Indigo,Summer,Very Good,Yes,Free Shipping,Yes,Yes,Loyal Customer,Cash,Quarterly
707,Dewasa,1,Jeans,Clothing,Medium,Iowa,L,Turquoise,Summer,Excellent,Yes,Express,Yes,Yes,Loyal Customer,Debit Card,Weekly
708,Tua,1,Shirt,Clothing,Low,Louisiana,L,Purple,Spring,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,Venmo,Annually
709,Dewasa,1,Backpack,Accessories,Medium,Kentucky,L,Beige,Summer,Fair,Yes,Store Pickup,Yes,Yes,Regular Customer,Cash,Fortnightly
710,Dewasa,1,Jacket,Outerwear,High,Massachusetts,L,Charcoal,Summer,Excellent,Yes,Standard,Yes,Yes,Regular Customer,Debit Card,Monthly
711,Muda,1,Scarf,Accessories,High,Virginia,L,Turquoise,Spring,Very Good,Yes,Standard,Yes,Yes,Loyal Customer,PayPal,Fortnightly
712,Tua,1,Boots,Footwear,Medium,New Hampshire,M,Maroon,Spring,Fair,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Bank Transfer,Bi-Weekly
713,Dewasa,1,Blouse,Clothing,High,New Hampshire,XL,Black,Summer,Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,Bank Transfer,Quarterly
714,Dewasa,1,Hoodie,Clothing,High,Oregon,M,Lavender,Summer,Poor,Yes,Express,Yes,Yes,Loyal Customer,Bank Transfer,Bi-Weekly
715,Muda,1,Jacket,Outerwear,Medium,South Dakota,M,Magenta,Fall,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Debit Card,Fortnightly
716,Dewasa,1,Jeans,Clothing,Medium,Delaware,L,Green,Spring,Poor,Yes,Express,Yes,Yes,Loyal Customer,Debit Card,Quarterly
717,Muda,1,Jewelry,Accessories,Low,Missouri,M,Olive,Spring,Good,Yes,Express,Yes,Yes,New Customer,Venmo,Bi-Weekly
718,Muda,1,Socks,Clothing,High,Alaska,L,Green,Spring,Very Good,Yes,Express,Yes,Yes,New Customer,Venmo,Every 3 Months
719,Muda,1,Shirt,Clothing,Low,Florida,M,Peach,Summer,Excellent,Yes,Standard,Yes,Yes,Regular Customer,Bank Transfer,Annually
720,Tua,1,Shorts,Clothing,Low,Mississippi,L,Turquoise,Summer,Fair,Yes,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
721,Dewasa,1,Jewelry,Accessories,Medium,New Mexico,L,Orange,Fall,Fair,Yes,Free Shipping,Yes,Yes,Regular Customer,Debit Card,Weekly
722,Dewasa,1,Blouse,Clothing,Medium,California,L,Silver,Summer,Very Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,Debit Card,Every 3 Months
723,Muda,1,Sweater,Clothing,Low,Wyoming,S,Blue,Summer,Very Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,Cash,Bi-Weekly
724,Dewasa,1,Jewelry,Accessories,Medium,Missouri,L,Cyan,Fall,Fair,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Monthly
725,Dewasa,1,T-shirt,Clothing,High,New Hampshire,XL,Green,Fall,Excellent,Yes,Store Pickup,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
726,Tua,1,Hat,Accessories,Medium,Texas,L,Silver,Winter,Fair,Yes,Standard,Yes,Yes,Loyal Customer,Debit Card,Fortnightly
727,Dewasa,1,Shorts,Clothing,High,North Dakota,L,Yellow,Summer,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
728,Tua,1,Sweater,Clothing,High,Arkansas,S,Gray,Winter,Excellent,Yes,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
729,Muda,1,Jeans,Clothing,High,Nebraska,M,Pink,Winter,Good,Yes,Next Day Air,Yes,Yes,Regular Customer,PayPal,Every 3 Months
730,Dewasa,1,Sunglasses,Accessories,Medium,Minnesota,L,Beige,Summer,Fair,Yes,Express,Yes,Yes,Loyal Customer,PayPal,Every 3 Months
731,Dewasa,1,Boots,Footwear,Low,Massachusetts,M,Indigo,Summer,Good,Yes,Standard,Yes,Yes,Loyal Customer,Venmo,Fortnightly
732,Dewasa,1,Coat,Outerwear,Low,Arkansas,M,Red,Spring,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,PayPal,Fortnightly
733,Dewasa,1,Shirt,Clothing,Medium,New Hampshire,L,Blue,Spring,Poor,Yes,Express,Yes,Yes,Loyal Customer,Cash,Bi-Weekly
734,Dewasa,1,Dress,Clothing,Low,Rhode Island,L,Cyan,Fall,Poor,Yes,2-Day Shipping,Yes,Yes,Regular Customer,Debit Card,Bi-Weekly
735,Tua,1,Shirt,Clothing,Medium,New Jersey,S,Violet,Winter,Fair,Yes,Express,Yes,Yes,Loyal Customer,Bank Transfer,Every 3 Months
736,Tua,1,Sunglasses,Accessories,Medium,Montana,M,Orange,Fall,Good,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Cash,Bi-Weekly
737,Muda,1,Dress,Clothing,Medium,Colorado,L,Maroon,Spring,Poor,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Credit Card,Every 3 Months
738,Dewasa,1,Sunglasses,Accessories,Low,Nebraska,M,Teal,Spring,Good,Yes,Store Pickup,Yes,Yes,Loyal Customer,PayPal,Annually
739,Tua,1,Sunglasses,Accessories,Low,Minnesota,L,Orange,Winter,Fair,Yes,2-Day Shipping,Yes,Yes,Loyal Customer,Venmo,Quarterly
740,Tua,1,Shorts,Clothing,Low,Minnesota,S,Purple,Summer,Fair,Yes,Free Shipping,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
741,Muda,1,Jeans,Clothing,Medium,South Dakota,M,Orange,Summer,Poor,Yes,Next Day Air,Yes,Yes,Regular Customer,Credit Card,Fortnightly
742,Muda,1,T-shirt,Clothing,High,West Virginia,XL,Yellow,Summer,Excellent,Yes,Free Shipping,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
743,Tua,1,Pants,Clothing,Low,Nevada,M,Charcoal,Summer,Fair,Yes,Express,Yes,Yes,Regular Customer,Debit Card,Quarterly
744,Muda,1,Sunglasses,Accessories,High,North Carolina,L,Gray,Fall,Excellent,Yes,Free Shipping,Yes,Yes,Loyal Customer,Cash,Weekly
745,Tua,1,Boots,Footwear,Medium,Illinois,S,Charcoal,Spring,Very Good,Yes,Next Day Air,Yes,Yes,Loyal Customer,Debit Card,Bi-Weekly
746,Dewasa,1,T-shirt,Clothing,High,Michigan,L,Orange,Fall,Excellent,Yes,Standard,Yes,Yes,New Customer,Venmo,Monthly
747,Dewasa,1,Sandals,Footwear,Medium,Michigan,M,Red,Winter,Poor,Yes,Free Shipping,Yes,Yes,Loyal Customer,Credit Card,Annually
